"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DEFB132",960.134405379676,-7.16317279447513,1.77461413441903,-4.03646779068409,0.000259483982414002,0.00956107185521612
"KLHL31",1289.07102542231,-4.34174688984332,0.839283563510456,-5.17315848732123,3.42170378821175e-05,0.00208205856211575
"PRRT4",440.691300217335,-5.37933719216406,0.932609121978771,-5.76805122895475,1.32789115812952e-06,0.000139074467294765
"TMEM215",58.6881366479424,8.01439658320584,1.45901554091363,5.4930165981558,7.64001219758059e-07,8.86087589170404e-05
"LOC415056",12.7870582783919,-7.20545529764791,1.76062368643544,-4.09255842299616,0.000213655968581661,0.00839133816604473
"MAP1LC3C",296.866511724756,-5.65844862840128,0.733380133637563,-7.71557391435652,1.06249685180803e-10,4.59025202402366e-08
"LOC572558",16.9787530158465,-5.65024130310631,1.18567910930232,-4.76540512418325,4.39174779120366e-05,0.00256397951283076
"HEPN1",428.686637811684,-6.90443996025373,1.12844828804614,-6.11852579634685,8.3684037828102e-08,1.37727986448327e-05
"PGA3",35.9926378433946,-5.1598334659526,1.08739730074245,-4.74512256231424,6.52620248391087e-05,0.0034279424049989
"UCA1",127.912227127516,6.2783102235645,1.24523295974584,5.04187603968171,1.1237747565331e-05,0.000829912460155922
"C2orf84",59.3234839523791,-4.22716251519913,0.877105951335337,-4.81944343070931,0.000116924876497497,0.00526192393425322
"ABCC6P1",35.6026715884565,-3.42528017288881,0.636388093805826,-5.38237626729379,6.92006208346813e-05,0.00360197568868713
"PLIN4",91672.8683243735,-7.93708858854503,1.09181845400272,-7.26960472178028,1.05097378329798e-10,4.59025202402366e-08
"PRCD",63.2785858831323,-3.55029072924479,0.698693702119843,-5.0813263644329,0.000131077299711183,0.0057200677179519
"TLX1NB",21.4721246918879,7.16932546405479,1.70390014547442,4.20759718995071,0.000147714244013624,0.0062259752458523
